Company Name,Company Name2,Status,License,Type,License Number,Email,Phone,DBA,Adress 
"Hemp Retailer (Online), Hemp Distributor, Hemp Brand, Hemp Manufacturer","AG-R1063657IHH, AG-R1073592IHH",Hemp,,,,,,,
"Hemp Retailer (Online), Hemp Distributor",Etf Leads,Pending,,,,etfleads@gmail.com,3853336407,,"57 N Alma School RdMesa, AZ 85201"
003GJC,Up and away treats,Hemp,,,,,,,
"Hemp Retailer (Online), Cannabis Distributor, Hemp Distributor, Hemp Manufacturer",Relief Leaf CBD,Hemp,,,,,,,
"Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Retailer (Storefront), Hemp Distributor",394933,Hemp,,,,,,,
"Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Manufacturer, Hemp Distributor, Hemp Cultivator, Hemp Brand, Cannabis Retailer (Online), Cannabis Retailer (Delivery), Cannabis Manufacturer, Cannabis Distributor, Cannabis Cultivator, Cannabis Brand",Lift Life,Hemp,,,,1980davelong1980@gmail.com,19857896554,,"69397 la pitt rdpearl river, LA 70452"
Supreme Greens,WessEX,Hemp,,,,,,,
"Hemp Retailer (Online), Hemp Retailer (Storefront), Hemp Retailer (Delivery), Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer",Level Minds CBD,Hemp,,,,,,,
P_1784,Full Circle Industry,Hemp,,,,,,,
"Hemp Retailer (Online), Hemp Cultivator, Hemp Distributor, Hemp Brand",Moodz,Pending,,,,,,,
"Hemp Retailer (Delivery), Hemp Distributor, Hemp Retailer (Online), Cannabis Retailer (Delivery), Cannabis Retailer (Online)",CBDEFIENCE,Hemp,,,,cremeansjames9@gmail.com,3045446920,,"2921 Hollywood PlHuntington, WV 25705"
Betrics,Betrics store,Hemp,,,,poolewhitesmooth@gmail.com,(725)-207-0654,,"4605 Lake Mary Rd,Flagstaff, AZ 86005"
"Hemp Retailer (Delivery), Cannabis Brand, Broker Dealers, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Hemp Brand, Facility Supplies & Machinery, Hemp Cultivator, Seed Banks / Genetics, Manufacturing Goods, Hemp Retailer (Storefront), Cultivation Goods, Glassware, Packaging and Labels",Appalachian Herb and Spice,Hemp,,,,,,,
"Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Distributor",World Of Hemp NC,Pending,,,,,,,
Endless Entertainment,Paidayproduction,Hemp,,,,,,,
"Hemp Retailer (Delivery), Hemp Cultivator, Cultivation Goods, Hemp Distributor, Manufacturing Goods",Ocean Chemist Pharmacy + Apothecary,Pending,,,,,,,
"Hemp Retailer (Storefront), Cannabis Retailer (Storefront), Glassware",Vibe throttle,Hemp,,,,,,,
"Hemp Retailer (Storefront), Cannabis Retailer (Storefront), Cannabis Brand, Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Cannabis Retailer (Online), Hemp Retailer (Delivery), Hemp Manufacturer, Hemp Distributor, Hemp Cultivator, Hemp Brand, Hemp Retailer (Online), Cannabis Cultivator, Cultivation Goods",GREEN VALLEY,Pending,,,,janekain@gmail.com,2107729195,,"S 46th StBoulder, CO 80305, USABoulder, CO 80301"
"Hemp Retailer (Storefront), Cannabis Retailer (Storefront), Cannabis Cultivator, Cannabis Brand, Hemp Brand, Social Networks, Cannabis Retailer (Online), Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Distributor, Hemp Cultivator, Cannabis Distributor, Cannabis Retailer (Delivery), Sales Management Services, Medical Professionals, Legal",1563,Pending,,,,,,,
"Hemp Retailer (Storefront), Glassware, Cannabis Retailer (Storefront), Cannabis Brand, Cannabis Distributor",The Indigo Way,Hemp,,,,,,,
"Hemp Retailer (Storefront), Glassware, Cultivation Goods, Cannabis Brand",BDT,Hemp,,,,,,,
"Hemp Retailer (Storefront), Manufacturing Goods",cb-one,Pending,,,,,,,
Wesley richesson,Wjpr carts and treats,Hemp,,,,,,,
"Hemp Retailer (Storefront), Hemp Distributor, Cannabis Retailer (Storefront)",Flower Power,Hemp,,,,,,,
"Hemp Retailer (Storefront), Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Brand, Hemp Manufacturer, Hemp Distributor","395965, 395949, 396307, 396739, 396748, 398271, 390520, 390542, 390570, 390632, 390656, 390861, 391438, 391949, 392018, 392106, 392320, 394470, 395948, 199224, 199005, 687",Pending,,,,,,,
"Hemp Retailer (Storefront), Hemp Brand, Hemp Cultivator, Hemp Retailer (Online), Hemp Distributor","0035B4, 74719",Hemp,,,,,,,
rut cbd co,Rmr distribution inc,Pending,,,,,,,
Day One Organics,"Day One Organics, LLC",Hemp,,,,sales@dayoneorganics.co,5707280122,,"22 New Leicester Hwy Suite C 151Asheville, NC 28806"
THE HEMP COLLECT,Pending,Hemp,,,,,,,
Sonex Labs LLC,Hemp,Hemp,,,,,,,
Canary Crew,Canary Crew S.L,Hemp,,,,tzundorf@gmail.com,0034615121512,,"Calle barranquillo 4Arona, CN 38650"
"503-317-1312, AG-R1047876IHH",Origin 1,Hemp,,,,,,,
"Hemp Brand, Hemp Distributor, Hemp Cultivator, Hemp Manufacturer, Hemp Retailer (Online)",Kauai Island Hemp,Pending,,,,,,,
"Hemp Brand, Hemp Distributor, Hemp Cultivator, Hemp Manufacturer, Hemp Retailer (Online)",Delta Jane,Hemp,,,,randy@coastalalorganix.com,2515339302,,"23850 Montrose WoodsFairhope, AL 36532"
"Hemp Brand, Hemp Distributor, Hemp Cultivator",EndoMed,Hemp,,,,,,,
"Hemp Brand, Hemp Distributor, Hemp Cultivator",PHFD CBD,Hemp,,,,,,,
"Hemp Brand, Hemp Distributor",Holistabull,Hemp,,,,mrazaqadri14@gmail.com,3462349016,,"7322-7324 Southwest Fwy, #1408Houston, TX 77074"
"Hemp Brand, Hemp Distributor",Jimmy Salazar,Hemp,,,,,,,
"Hemp Brand, Hemp Distributor",KRUSH,Hemp,,,,,,,
"Hemp Brand, Hemp Retailer (Online), Hemp Distributor, Hemp Retailer (Delivery), Hemp Manufacturer",CBD POWER,Hemp,,,,pwr.lahyani@gmail.com,0033767776304,,"83 avenue de la garePortet-sur-Garonne, Occitanie 31120"
"Hemp Brand, Hemp Retailer (Online), Hemp Distributor, Hemp Retailer (Delivery)",Florance,Hemp,,,,,,,
"Hemp Brand, Hemp Retailer (Online), Hemp Distributor",HealthSmart CBD,Hemp,,,,,,,
"Hemp Brand, Hemp Retailer (Online), Hemp Distributor",Cebedia,Hemp,,,,contact@cebedia.io,+41766369183,,"Chemin du Vieux-Bois 18Chambésy, GE 1292"
"Hemp Brand, Hemp Retailer (Online), Hemp Distributor",Leaf Remedys,Pending,,,,,,,
"Hemp Brand, Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Distributor",Kwiatostany,Hemp,,,,,,,
Copper Health LLC,Pending,Hemp,,,,,,,
Remedy Extracts,RF Management LLC,Hemp,,,,,,,
"Hemp Brand, Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Manufacturer, Hemp Cultivator, Hemp Distributor","# 103383, # 103501, 75055, 22-MFP20-0000576",Hemp,,,,,,,
"Hemp Brand, Hemp Retailer (Online), Hemp Cultivator, Hemp Manufacturer, Hemp Distributor",OleyHemp,Hemp,,,,,,,
Reefined CBD,Garcia Holdings Group LLC,Hemp,,,,info@reefinedcbd.com,617-755-0425,,"500 Falls BlvdQuincy, MA 02169"
"Hemp Brand, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Distributor",Clyde's Hemp Company,Hemp,,,,,,,
Bot industries,Clearpoint botanicals llc,Hemp,,,,,,,
Winterfoxfarms.com,Hemp,Hemp,,,,,,,
"AG-R1059106IHH, AG-R1059107AHS",Exclusive Hemp,Hemp,,,,,,,
Elite cbd co,Elite Co,Hemp,,,,canicbd702@gmail.com,346393076,,"6415 s Fort Apache rd, Unit 185 #48Las Vegas, NV 89148"
"Bluegrass State Holdings, LLC",Hemp,Hemp,,,,,,,
07-MFP19-0001841,BALM,Hemp,,,,,,,
"Hemp Brand, Hemp Manufacturer, Hemp Retailer (Online), Manufacturing Goods",EEZZME,Hemp,,,,,,,
"Hemp Brand, Hemp Manufacturer, Hemp Retailer (Online), Hemp Distributor, Hemp Retailer (Delivery)",CBDISM LLC,Hemp,,,,cbdism@gmail.com,2815410047,,"10018 Chickasaw Ln Bldg BHouston, TX 77041"
"Hemp Brand, Hemp Manufacturer, Hemp Retailer (Online), Hemp Distributor, Hemp Retailer (Storefront)",154,Hemp,,,,,,,
"Hemp Brand, Hemp Manufacturer, Hemp Retailer (Online), Hemp Distributor, Hemp Cultivator",Green Vapor,Hemp,,,,,,,
"Hemp Brand, Hemp Manufacturer, Hemp Retailer (Online), Hemp Retailer (Storefront), Hemp Distributor, Hemp Cultivator, Hemp Retailer (Delivery)",Happease,Hemp,,,,,,,
"Hemp Brand, Hemp Manufacturer, Hemp Retailer (Online), Hemp Retailer (Storefront), Hemp Distributor",King of Hemp,Hemp,,,,rdiaz@hempinc.com,7023344424,,"4385 Cameron St Suite BLas Vegas, NV 89103"
Gramina,Hemp Corporative of Producers and Processors,Hemp,,,,teodorakoprivica@gmail.com,3219472413,,"11505 7TH WAY N APT 2304St. Petersburg, FL 33716"
"Hemp Brand, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Distributor, Hemp Cultivator",HARK,Hemp,,,,,,,
"Hemp Brand, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Cultivator, Hemp Distributor, Hemp Retailer (Online), Hemp Retailer (Storefront)",American Standard Hemp Co.,Hemp,,,,,,,
Swift Extractions,Hemp,Hemp,,,,,,,
Pura Organix,Pura Organix LTD,Hemp,,,,,,,
Hempsi,Canoo Holdings,Hemp,,,,reidstew@gmail.com,305 778 9065,,"437 N Columbia BlvdPortland, OR 97217"
"Hemp Brand, Hemp Manufacturer, Hemp Cultivator, Hemp Distributor",CHOICE EXTRACTION INC,Hemp,,,,dennis.haug@charlottesweb.com || bscherer@choiceextractioninc.com,(720) 397-2946 || 4124911656,,"Charlotte's WebWI || 1 Baird AveWashington, PA 15301"
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Testing Laboratories, Hemp Manufacturer",42-000208,Ancillary,,,,,,,
"Golden Hour Farms, LLC",Hemp,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Retailer (Online), Hemp Retailer (Delivery), Hemp Manufacturer, Hemp Retailer (Storefront)",Willow Top Hemp Farm,Hemp,,,,,,,
REDEEMER SMALL BATCH,Hemp,Pending,,,,,,,
Central Processors Inc,Pending,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Retailer (Online), Hemp Manufacturer",19-007,Hemp,,,,,,,
Cultivator,"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Retailer (Delivery), Hemp Manufacturer, Hemp Retailer (Storefront), Hemp Retailer (Online), Cannabis Cultivator",Hemp,,,,,,,
CNNR LLC,Hemp,Hemp,,,,,,,
"# 103554, 23-MFP21-0000070",Indigo Ridge Hemp,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Security Services & Transportation",Medd Rd Farm Corp,Hemp,,,,,,,
"Botanical Biotech, LLC",Hemp,Hemp,,,,,,,
Maryland Cannabis Connection,MD Hemp LLC,Hemp,,,,,,,
Cannabreeze,"CannaBreeze, LLC",Hemp,,,,cannabreezellc@gmail.com,5408824969,,"13530 Breezy Meadow LnLovettsville, VA 20180"
GETHempd,GETHEMPD,Hemp,,,,chad@gethempd.com,2159620116,,"1799 Isabel Rd OesteBoca Raton, FL 33486"
Field of Dreams Hemp Co,Field of Dreams Hemp Co.,Hemp,,,,yourgalcal@gmail.com,5055067272,,"1225 angelia placeNora Springs, IA 50458"
Lanco Premium Hemp,Keystone Hemp Growers LLC,Hemp,,,,keystonehempgrowers@gmail.com,717-799-1626,,"224 Maple AveBird in Hand, PA 17505"
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Online), Hemp Retailer (Storefront)",42-000761,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Online), Hemp Retailer (Storefront)",13559,Pending,,,,,,,
Taos Family Farms,Hemp,Hemp,,,,,,,
CDPH-T00001748,Panacea Life Sciences,Hemp,,,,,,,
"31-MFP19-0000645, 002GFM",Exclusive Hemp Farms,Hemp,,,,john@xclusivefarms.com,408-483-2414,,"20295 Panoche RoadPaicines, CA 95043"
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Online)",emmergincbd,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Online)",Big D's Organics,Hemp,,,,bigdsorganics@gmail.com,011-501-650-89,,"Emery StToledo, OH 43609"
South southwest trading llc,Hemp,Hemp,,,,,,,
TEXAS BUDS,Hemp,Hemp,,,,,,,
0839314,SunMed,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Retailer (Storefront)",PURITY 420 INC,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Retailer (Storefront)",jekyll & hyde,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Retailer (Storefront)",Hempboy Products LLC,Hemp,,,,,,,
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Retailer (Storefront)",Evergreen Leaf,Hemp,,,,ryan.bussell88@gmail.com,3177770326,,"9246 SR-38Sheridan, IN 46069"
STR8W8 Cannabis,D8 Organics LLC,Hemp,,,,sales@str8w8cannabis.com,3183793200,,"3009 Louisville AveMonroe, LA 71201"
Functional Remedies LLC,Hemp,Hemp,,,,,,,
Blessed Land LLC,Hemp,Hemp,,,,,,,
Therajoy,UNPSI,Hemp,,,,,,,
UNPSI/Therajoy,Unified Natural Product Solutions Inc,Hemp,,,,,,,
High Society Hemp,High Society Hemp & CBD LLC,Hemp,,,,Fdeason87@gmail.com,4697057287,,"1108 Lakefront Dr.Waxahachie, TX 75165"
"Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer",Hempsi Live Oil CBD,Hemp,,,,,,,
Page 19 of 37,RonniB's Sweetz LLC,Hemp,,,,,,,
Puckett Greenhouses,Hemp,Hemp,,,,,,,
"Old Dirt Road Farms, LLC",Hemp,Hemp,,,,,,,
"Obiso Company, LLC d/b/a Avila Herbals",Hemp,Hemp,,,,,,,
Northern Virginia hemp Company L.L.C,Hemp,Hemp,,,,,,,
Natural Aid Distributors LLC,Hemp,Hemp,,,,,,,
"Morning Moon Gardens & Landscaping, LLC",Hemp,Hemp,,,,,,,
Kyle Thom,Hemp,Hemp,,,,,,,
"Jolly Hemp Products, LLC",Hemp,Hemp,,,,,,,
Innovative Hemp of Virginia LLC,Hemp,Hemp,,,,,,,
"H & S Farms, LLC.",Hemp,Hemp,,,,,,,
H&K Farm,Hemp,Hemp,,,,,,,
Hemp Seed Barn,Hemp,Hemp,,,,,,,
Helltown Hemp,Hemp,Hemp,,,,,,,
Heartland Hemp,Hemp,Hemp,,,,,,,
Hazey Hills LLC,Hemp,Hemp,,,,,,,
Groundworks Garden & Hydroponic Supply Co,Hemp,Hemp,,,,,,,
"Green Zenith, LLC",Hemp,Hemp,,,,,,,
Grat Davis Farms LLC,Hemp,Hemp,,,,,,,
"Golden Leaf Tobacco Co., Inc.",Hemp,Hemp,,,,,,,
"Four Season Recycling & Trading, LLC",Hemp,Hemp,,,,,,,
"Fadeley Family Farms, Inc.",Hemp,Hemp,,,,,,,
Dr. Smoke Shop,Hemp,Hemp,,,,,,,
Chris Sheehy,Hemp,Hemp,,,,,,,
C B Aircraft Inc,Hemp,Hemp,,,,,,,
190164,AZ Hemp license 14,Hemp,,,,,,,AZ
190164,AZ Hemp license 13,Hemp,,,,,,,AZ
190300,AZ Hemp license 12,Hemp,,,,,,,AZ
190300,AZ Hemp license 11,Hemp,,,,,,,AZ
190275,AZ Hemp license 10,Hemp,,,,,,,AZ
190249,AZ Hemp license 09,Hemp,,,,,,,AZ
190039,AZ Hemp license 08,Hemp,,,,,,,AZ
190168,AZ Hemp license 07,Hemp,,,,,,,AZ
190036,AZ Hemp license 06,Hemp,,,,,,,AZ
190036,AZ Hemp license 05,Hemp,,,,,,,AZ
190036,AZ Hemp license 04,Hemp,,,,AARONVW@DHGARDENS.COM,3036601196,,"AVW Development, LLCCO || AZ"
190298,AZ Hemp license 03,Hemp,,,,,,,AZ
190224,AZ Hemp license 02,Hemp,,,,,,,AZ
190224,AZ Hemp license 01,Hemp,,,,mark@aviettebioprocessing.com,270-421-4700,,"Aviette BioProcessing LLCFranklin, KY 42134 || AZ"
190224,Amber Labs LLC,Hemp,,,,mihai@amberstudio.com,,,AZ
"Hemp Brand, Hemp Retailer (Storefront), Hemp Retailer (Online), Hemp Distributor",CBD Lion,Pending,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Brand, Hemp Retailer (Online)",Whole Foods Full Spectrum Processing LLC,Pending,,,,,,,
"AZ-P190135, AZ-P 190135, AZ-T190135, 190135","Viya Labs, Inc.",Hemp,,,,,,,
"AZ-T190304, AZ-P190304, 190304",Vanu LLC,Hemp,,,,,,,
190121,SYO Labs LLC,Pending,,,,,,,
"AZ-T190133, AZ-P190133, 190133, AZ-P 190133",Sedona Naturals LLC,Hemp,,,,,,,
"AZ-P190055, AZ-P 190055, AZ-T190055, 190055",Paradox Holdings LLC,Pending,,,,,,,
190169,Mother Earth Plant LLC,Pending,,,,,,,
"AZ-T190047, AZ-P 190047, AZ-P190047, 190047",KHP LLC,Pending,,,,kyseedexport@gmail.com || abbasfarivar@yahoo.co.uk,502-593-2992,,"Kentucky Seed Export LLCCorbin, KY 40701 || AZ"
190025,JAM Ent. DBA American Hemp Labs,Pending,,,,dmiller3808@gmail.com,602-614-9931,,AZ
"190292, AZ-P190292, AZ-T190292",ILH LLC,Pending,,,,moe@ilava.com,520-270-3622,,AZ
"AZ-P190174, 190174, AZ-T190174",GWP Services LLC,Pending,,,,shawn@zunabrands.com,480-398-7120,,AZ
"AZ-P190287, AZ-T190287, 190287",Greengem,Pending,,,,jonathantowery@me.com,,,AZ
190076,Ecoreve Asset Management LLC,Pending,,,,,,,AZ
190091,Cobra Command LLC,Hemp,,,,,,,
190129,Capitol Growth Group LLC,Pending,,,,,,,AZ
190106,Alkane LLC,Pending,,,,mbconsultingservice@gmail.com,480-529-5620,,"19428 Hunt HwyQueen Creek, AZ 85142"
"AZ-T190100, 190100, AZ-P190100, AZ-P 190100",7 AZ Enterprises LLC,Pending,,,,alex.zaguskin@az-enterprise.net,(248) 705-5634,,AZ
190223,45 Lamar LLC,Hemp,,,,peterk@lamarco.com,(303) 904-1122,,AZ
"Hemp Manufacturer, Hemp Distributor",190175,Ancillary,,,,,,,
Hickman Seed & Grain Company,Hemp,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Cultivator, Seed Banks / Genetics",Central Kentucky Solutions,Hemp,,,,saubart@gmail.com || CentralKentuckySolutions@gmail.com,(612) 940-1205 || 859-230-0004,,Cedar Green Seed CompanyWI || KY
"Hemp Manufacturer, Hemp Cultivator, Seed Banks / Genetics",TRU Infusion Hemp LLC,Hemp,,,,,,,
"190079, AZ-P190079, AZ-N190079, AZ-P 190079",nånoHEMP,Ancillary,,,,,,,
"Hemp Manufacturer, Hemp Cultivator, Hemp Distributor",Click Bang Entertainment LLC,Hemp,,,,clickbang602@gmail.com,480-382-9451,,"11829 N 19th AvePhoenix, AZ 85029"
"AZ-G190095, AZ-H190095, AZ-P190095, AZ-T190095, AZ-P 190095, AZ-N190095, 190095",MH INTERNATIONAL,Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics, Hemp Distributor","102451, 80866, R-520",Ancillary,,,,,,,
S&F Farms,Ancillary,Ancillary,,,,,,,
Schiavi Seeds,Ancillary,Ancillary,,,,,,,
"Port Royal Plants, LLC",Ancillary,Ancillary,,,,,,,
New London Tobacco Market,Ancillary,Ancillary,,,,,,,
NE Farms,Ancillary,Ancillary,,,,,,,
"Hemp Cultivator, Seed Banks / Genetics",21_0141,Ancillary,,,,,,,
"Hemp Cultivator, Hemp Distributor, Seed Banks / Genetics",R-619,Hemp,,,,,,,
"Hemp Cultivator, Hemp Distributor, Seed Banks / Genetics","HGH Seed, Inc.",Hemp,,,,,8083920472,,CO
"# 103715, # 103764, # 103865, # 103669, 103144, 102925, R-513",Hemp 4 Heroes,Hemp,,,,heiresshempco@gmail.com || jackschinella@gmail.com,337-967-9295 || (920) 764-0127,,"HEIRESS HEMP COMPANY, LLCNew Iberia, LA || Wappingers Falls, NY 12590"
HEMP-G-000336,BDM Genetics,Hemp,,,,TEDDUERR@BDMGENETICS.COM,3037183484,,CO
"# 103531, 0838642, 102129, R-645",West Coast Greenthumbs,Hemp,,,,,,,
"AZ-N190171, AZ-P 190171, 190171, AZ-G190171",Zvida Growers,Hemp,,,,abuse@zvidagrowers.com,480-513-3125,,AZ
"AZ-N190279, 190279",WAT Adventures Inc,Hemp,,,,,,,
"AZ-G190145, AZ-N190145, 190145",Waddell Growers LLC,Hemp,,,,,,,
Simply Hemp LLC,Hemp,Hemp,,,,,,,
Page 20 of 37,Keithly-Williams Transplants,Hemp,,,,kmcnierney@keithlywilliams.com,928-329-7770,,"5702 W Co 8 1/2 StYuma, AZ 85364"
"AZ-T190043, AZ-N190043, 190043",Jolley CBD LLC,Hemp,,,,marcigjolley@gmail.com,801-380-9975,,AZ
"190255, AZ-G190255",High & Dry Desert Farms LLC,Hemp,,,,walid@desertfarms.com,,,AZ
190256,Hemp Clones of Arizona,Hemp,,,,Ezekiel@hempclonesofarizona.com,623-764-0324,,AZ
"AZ-N190181, 190181, AZ-G190181","Gung ho, LLC",Hemp,,,,pvgrowersjim@gmail.com,928-848-1036,,AZ
"AZ-N190011, 190011",Dunn Family Farms LLC,Hemp,,,,jackddunn@hotmail.com,928-412-7485,,AZ
"AZ-G190285, 190285",Dos Tres Ventures,Hemp,,,,brad@ballmgmt.com,843-364-6426,,Dogleg FarmsSC || AZ
190268,Dark Skies LLC,Hemp,,,,,,,
190048,Crisantes Ranches,Hemp,,,,diane@sweetlife.today || miguelcrisantes@mac.com,(414) 915-8866 || 520-281-2213,,"Cream LLCWI || 300 N Morley AveNogales, AZ 85621"
"190001, AZ-G190001, AZ-N190001",Core Hemp LLC,Hemp,,,,davefromheights@yahoo.com,,,AZ
190202,Civano Nursery Inc,Hemp,,,,Mel@civanonursery.com,520-850-0889,,AZ
"190273, AZ-G190273, AZ-N190273",Bees Hemp Farm AZ,Hemp,,,,here4u@beeshempfarmaz.com,480-208-7263,,"5115 N Dysart RdLitchfield Park, AZ 85340"
"AZ-T190078, 190078, AZ-G190078",Aguila Ranch Nursery LLC,Hemp,,,,msd6924@yahoo.com,831-332-2620,,"1048 Irvine Ave, 655Newport Beach, CA 92660"
"AZ-G190219, AZ-N190219, 190219",Aguila Ranch Harvester LLC,Hemp,,,,msd6924@yahoo.com,831-332-2620,,"1048 Irvine Ave, 655Newport Beach, CA 92660"
"AZ-H190220, 190219",Affirmative Equity Holdings LLC,Ancillary,,,,,479-640-1683,,ADVANCED CANNABIS SCIENCES LLCAR
190152,Adivina Nurseries,Pending,,,,rodney@adivinabio.com,833-234-8462,,"Acclivity Group, LLCKY || AZ"
"190130, AZ-N190130, AZ-G190130",Grundy Hemp Co,Pending,,,,sales@grundyhempco.com,270-321-0159,,KY
"P_0372, 21_0328",United Global Partners LLC,Pending,,,,,,,
"190272, AZ-H190272, AZ-N190272, AZ-T190272, AZ-G190272",TKK Collective LLC,Pending,,,,,,,
"AZ-H190264, AZ-N190264, AZ-T190264, 190264, AZ-P190264, AZ-G190264","Tissue Culture Research and Development, LLC",Hemp,,,,,,,
190009,Select Seed of Arizona Inc,Hemp,,,,,,,
"190153, AZ-G190153, AZ-N190153",Pure5 Nutrients Arizona LLC,Pending,,,,,,,
"AZ-P 190037, Hello, AZ-T190037, AZ-P190037, AZ-H190037, AZ-G190037, 190037","PRAZE, LLC",Pending,,,,,,,
"AZ-H190010, AZ-P 190010, AZ-T190010, AZ-P190010, 190010, AZ-N190010, AZ-G190010",Phoenix Hemp Supply,Hemp,,,,,,,
190239,O-Factor LLC,Pending,,,,,,,
"AZ-P190244, 190244, AZ-T190244",NuLambda I LLC,Pending,,,,,,,
"AZ-P190087, AZ-P 190087, AZ-G190087, AZ-T190087, 190087",Newell Sciences Inc,Hemp,,,,,,,
"AZ-G190161, AZ-P190161, AZ-N190161, 190161",Nay Nay's Farm,Pending,,,,,,,
"AZ-P190026, 190026, AZ-G190026, AZ-H190026, AZ-T190026, AZ-N190026","Holi Hemp, LLC",Pending,,,,mafzal@igcinc.us,443-880-7673,,"350 Fortune Terrace, Ste CPotomac, MD 20854"
"190086, AZ-G190086, AZ-H190086, AZ-P190086, AZ-T190086",Hempwave Inc,Pending,,,,,,,
190098,Hempower Farms LLC,Hemp,,,,hark.naturals@gmail.com || info@hempower.com,9999999999 || 480-980-4436,,"HemploreKellyville, OK 74039 || AZ"
"AZ-H190024, AZ-T190024, AZ-N190024, AZ-G190024, 190024",Hempnomad Farms,Hemp,,,,,,,AZ
190157,Desert Mirage Property Consultants LLC,Hemp,,,,rwald78847@aol.com,602-721-9790,,"12922 W Ridgley DrSun City West, AZ 85375"
"AZ-N190041, AZ-H190041, AZ-G190041, AZ-P 190041, 190041, AZ-P190041, AZ-T190041",Cynergy Med LLC,Hemp,,,,cchiosa@orchardrei.com,281-832-2842,,"Sedona, AZ 86339"
"AZ-G190083, AZ-N190083, AZ-H190083, AZ-T190083, AZ-P190083, 190083, AZ-P 190083",Chaison Farms,Hemp,,,,bpaskey@ttssys.com || chaisonott12@gmail.com,(630) 639-6807 || 928-580-4698,,"Central WI Seed LLCWI || 4260 E County 8th StYuma, AZ 85365"
"Hemp Cultivator, Hemp Manufacturer, Hemp Distributor","190293, AZ-G190293, AZ-T190293, AZ-P190293, AZ-H190293",Hemp,,,,,,,
"AZ-P190132, 190132, AZ-G190132",Siam Research and innovation,Hemp,,,,,,,
"Hemp Manufacturer, Testing Laboratories, Seed Banks / Genetics, Packaging and Labels",DENARE USA INC,Hemp,,,,oliver.e@denaregroup.com,323-847-4069,,"4222 Commerce St, 2fEugene, OR 97402"
"Hemp Manufacturer, Seed Banks / Genetics","AG-R1068926AHS, AG-R1068925IHH, 1049",Hemp,,,,,,,
"Hemp Manufacturer, Facility Supplies & Machinery, Packaging and Labels, Manufacturing Goods, Testing Laboratories, Hemp Brand, Hemp Distributor",SAWYER LABS LLC,Hemp,,,,,,,
Magik Roots,Hemp,Hemp,,,,,,,
Khrysos Industries,"Khrysos Industries, Inc.",Ancillary,,,,info@khrysosglobal.com,866-947-9767,,"4121 34th StOrlando, FL 32811"
PharmaCielo,Pharmacielo Colombia Holdings S.A.S,Hemp,,,,,,,
"HNP Farm Services, LLC",Ancillary,Hemp,,,,,,,
"00382M, 102483",KiloSports,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Manufacturing Goods",Naturally Infused,Hemp,,,,,,,
"Hemp Manufacturer, Hemp Distributor, Hemp Retailer (Online), Hemp Retailer (Storefront), Hemp Brand",The Emerald Corp.,Hemp,,,,,,,
